Respondent_Serial,weights_RIM
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1001.0,1.14116194339049
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1002.0,1.2423418104195543
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1003.0,1.0424068204666868
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1004.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1005.0,1.0333018510298149
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1006.0,1.2532887415633882
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
1007.0,1.3600382949326122
